Cluster numberAM{HH1}AM,Household numberAM{HH2}AM,Interviewer numberAM{HH3}AM,Supervisor numberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent to HH questionnaireAM{HH10}AM,Number of HH membersAM{HH11}AM,Number of women 15 - 49 yearsAM{HH12}AM,Number of woman' questionnaires completedAM{HH13}AM,Number of children under age 5AM{HH14}AM,Number of under - 5 questionnaires completedAM{HH15}AM,Field editorAM{HH16}AM,Data entry clerkAM{HH17}AM,Start of interview - HourAM{HH18H}AM,Start of interview - MinutesAM{HH18M}AM,End of interview - HourAM{HH19H}AM,End of interview - MinutesAM{HH19M}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Location of the water sourceAM{WS3}AM,Time (in minutes) to get water and come backAM{WS4}AM,Person collecting waterAM{WS5}AM,Treat water to make safer for drinkingAM{WS6}AM,Water treatment: BoilAM{WS7A}AM,Water treatment: Add bleach/chlorineAM{WS7B}AM,Water treatment: Strain it through a clothAM{WS7C}AM,Water treatment: Use water filterAM{WS7D}AM,Water treatment: Solar disinfectionAM{WS7E}AM,Water treatment: Let it stand and settleAM{WS7F}AM,Water treatment: OtherAM{WS7X}AM,Water treatment: DKAM{WS7Z}AM,Type of toilet facilityAM{WS8}AM,Toilet facility sharedAM{WS9}AM,Toilet shared with other household or with general publicAM{WS10}AM,Households using this toilet facilityAM{WS11}AM,Religion of household headAM{HC1A}AM,Denomination of household headAM{HC1B}AM,Ethnic group of household headAM{HC1C}AM,Number of rooms used for sleepingAM{HC2}AM,Main material of floorAM{HC3}AM,Main material of roofAM{HC4}AM,Main material of exterior wallAM{HC5}AM,Type of fuel using for cookingAM{HC6}AM,Cooking locationAM{HC7}AM,ElectricityAM{HC8A}AM,RadioAM{HC8B}AM,TelevisionAM{HC8C}AM,Non-mobile phoneAM{HC8D}AM,RefrigeratorAM{HC8E}AM,ChairAM{HC8F}AM,TableAM{HC8G}AM,SofaAM{HC8H}AM,Kitchen Cupboard/CabinetAM{HC8I}AM,HC8JAM{HC8J}AM,Gas/Electric StoveAM{HC8K}AM,Microwave OvenAM{HC8L}AM,Air Conditioner/ CoolerAM{HC8M}AM,HC8NAM{HC8N}AM,Washing MachineAM{HC8O}AM,DryerAM{HC8P}AM,DishwasherAM{HC8Q}AM,Water HeaterAM{HC8R}AM,WatchAM{HC9A}AM,Mobile telephoneAM{HC9B}AM,BicycleAM{HC9C}AM,Motorcycle or scooterAM{HC9D}AM,Animal-drawn cartAM{HC9E}AM,Car or truckAM{HC9F}AM,Boat with motorAM{HC9G}AM,Household owns the dwellingAM{HC10}AM,Any household member own land that can be used for agricultuAM{HC11}AM,Measuring Unit (1 Hectares 2 Acres)AM{HC12U}AM,Hectares of agricultural land members of household ownsAM{HC12A}AM,Acres of agricultural land members of the household ownsAM{HC12B}AM,Sq ChainsAM{HC12C}AM,Household own any animalsAM{HC13}AM,"Cattle, milk cows, or bullsAM{HC14A}AM","Horses, donkeys, or mulesAM{HC14B}AM",GoatsAM{HC14C}AM,SheepAM{HC14D}AM,ChickensAM{HC14E}AM,HC14FAM{HC14F}AM,Any household member own bank accountAM{HC15}AM,Total children aged 2-14 yearsAM{CD6}AM,Rank number of the selected childAM{CD8}AM,Child line numberAM{CD9}AM,Flag for correct child line numberAM{CDFLAG}AM,Took away privilegesAM{CD11}AM,Explained why behaviour was wrongAM{CD12}AM,Shook childAM{CD13}AM,"Shouted, yelled or screamed at childAM{CD14}AM",Gave child something else to doAM{CD15}AM,"Spanked, hit or slapped child on bottom with bare handAM{CD16}AM","Hit child on the bottom or elsewhere with belt, brush, stickAM{CD17}AM","Called child dumb, lazy or another nameAM{CD18}AM","Hit or slapped child on the face, head or earsAM{CD19}AM","Hit or slapped child on the hand, arm or legAM{CD20}AM",Beat child up as hard as one couldAM{CD21}AM,Isolated childAM{CD21A}AM,Child needs to be physically punished to be brought up propeAM{CD22}AM,Place where household members most often wash their handsAM{HW1}AM,Water available at the place for handwashingAM{HW2}AM,Bar soapAM{HW3A}AM,Detergent (Powder / Liquid / Paste)AM{HW3B}AM,Liquid soapAM{HW3C}AM,Ash / Mud / SandAM{HW3E}AM,NoneAM{HW3Y}AM,Soap/other material available for washing handsAM{HW4}AM,Bar soapAM{HW5A}AM,Detergent (Powder / Liquid / Paste)AM{HW5B}AM,Liquid soapAM{HW5C}AM,Ash / Mud / SandAM{HW5D}AM,Not able / Does not want to showAM{HW5Y}AM,Sex of household headAM{HHSEX}AM,Household sample weightAM{hhweight}AM,Education of household headAM{helevel}AM,ParishAM{HH1A}AM,AreaAM{HH6A}AM,RegionAM{HH6B}AM,Wealth index scoreAM{wscore}AM,Wealth index quintilesAM{windex5}AM,Primary sampling unitAM{PSU}AM,stratumAM{stratum}AM
2.0,1.0,3036.0,3036.0,9.0,2.0,2011.0,KMA,Completed,1.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,16.0,33.0,16.0,45.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,6.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,Yes,Acres and Sq. Chains,,Less than one acres,5.0,No,,,,,,,Yes,1.0,1.0,4.0,Correct child selected,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.4132466460493051,Tertiary,1.0,Urban,  KMA,0.3891111092360621,Middle,2.0,301.0
2.0,2.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,43.0,17.0,49.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,No religion,,Mixed,1.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,,,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,-1.1151217748614097,Poorest,2.0,301.0
2.0,3.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,11.0,18.0,11.0,26.0,Bottled water,Piped into dwelling,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Penticostal,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Own,Yes,Acres and Sq. Chains,,5.0,0.0,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,,,Liquid soap,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,0.6248066328817562,Fourth,2.0,301.0
2.0,4.0,3036.0,3036.0,10.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,5.0,17.0,14.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),Yes,Acres and Sq. Chains,,35.0,0.0,No,,,,,,,No,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,,Detergent (Powder / Liquid / Paste),,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,0.6865030272160766,Fourth,2.0,301.0
2.0,5.0,3036.0,3036.0,13.0,2.0,2011.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,11.0,17.0,20.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,2.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.4132466460493051,Tertiary,1.0,Urban,  KMA,1.0237757968215275,Richest,2.0,301.0
2.0,6.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,2.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,12.0,58.0,13.0,10.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,No,,,,,Yes,0.0,0.0,0.0,0.0,12.0,0.0,No,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.4132466460493051,None/Primary,1.0,Urban,  KMA,0.21183054799084522,Middle,2.0,301.0
2.0,7.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,2.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,13.0,30.0,13.0,40.0,Bottled water,Piped into dwelling,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Seventh Day,Negro,3.0,Ceramic tiles,Cement,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Other (not owned or rented),Yes,Hectares,DK,,,Yes,0.0,0.0,0.0,0.0,5.0,0.0,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,,Liquid soap,Ash / Mud / Sand,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,1.2474919334593555,Richest,2.0,301.0
2.0,8.0,3036.0,3036.0,13.0,2.0,2011.0,KMA,Completed,1.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,12.0,40.0,12.0,44.0,Public tap / standpipe,,Elsewhere,30.0,Adult woman (age 15+ years),Yes,,Add bleach / chlorine,,,,,,,Pit latrine with slab,Yes,Other households only (not public),Ten or more households,Christianity,Missing,Negro,1.0,Cement,Metal,Cement blocks,Charcoal,Outdoors,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Own,No,,,,,No,,,,,,,No,4.0,1.0,3.0,Correct child selected,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Other reason,,,,,,,Yes,Bar soap,,,,,Male,0.4132466460493051,None/Primary,1.0,Urban,  KMA,-2.204585164852328,Poorest,2.0,301.0
2.0,9.0,3036.0,3036.0,10.0,2.0,2011.0,KMA,Completed,1.0,5.0,2.0,2.0,1.0,1.0,6.0,2.0,17.0,19.0,17.0,40.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Other (not owned or rented),No,,,,,No,,,,,,,No,1.0,1.0,4.0,Correct child selected,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Female,0.4132466460493051,Tertiary,1.0,Urban,  KMA,0.7586368621613812,Fourth,2.0,301.0
2.0,10.0,3036.0,3036.0,13.0,2.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,17.0,5.0,17.0,10.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),8.0,Christianity,Penticostal,Negro,1.0,Ceramic tiles,Roofing shingles,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Observed,Water is available,,,,,None,Yes,Bar soap,,,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,-0.45865338696241487,Second,2.0,301.0
2.0,11.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,13.0,58.0,14.0,3.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Rastafarianism,,Other,1.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,Observed,Water is available,Bar soap,Detergent (Powder / Liquid / Paste),Liquid soap,,,,,,,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,-1.4143957778915415,Poorest,2.0,301.0
2.0,12.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,1.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,14.0,23.0,14.0,33.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to unknown place / Not sure / DK where,Yes,Other households only (not public),2.0,Christianity,Penticostal,Mixed,1.0,Ceramic tiles,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,3.0,1.0,2.0,Correct child selected,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Female,0.4132466460493051,Secondary,1.0,Urban,  KMA,-0.657290028716962,Second,2.0,301.0
2.0,13.0,3036.0,3036.0,20.0,2.0,2011.0,KMA,Completed,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,28.0,16.0,40.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Church of God,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,,,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,-0.027984100281601407,Middle,2.0,301.0
2.0,14.0,3036.0,3036.0,13.0,2.0,2011.0,KMA,Completed,2.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,14.0,32.0,14.0,40.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Rent,Yes,Hectares,DK,,,Yes,0.0,0.0,0.0,0.0,0.0,2.0,Yes,2.0,2.0,4.0,Correct child selected,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Other reason,,,,,,,Yes,,,Liquid soap,,,Male,0.4132466460493051,Missing/DK,1.0,Urban,  KMA,0.7855218929063777,Fourth,2.0,301.0
2.0,15.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,3.0,10.0,4.0,4.0,2.0,2.0,6.0,2.0,14.0,55.0,15.0,18.0,"Piped into compound, yard or plot",,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Rastafarianism,,Negro,3.0,Cement,Metal,Cement blocks,Charcoal,In a separate room used as kitchen,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,4.0,1.0,6.0,Correct child selected,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),Liquid soap,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,-0.9885060566316927,Poorest,2.0,301.0
2.0,16.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,16.0,29.0,16.0,35.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to unknown place / Not sure / DK where,Yes,Other households only (not public),2.0,Christianity,Penticostal,Negro,1.0,Ceramic tiles,Metal,Wood planks / shingles,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,2.0,1.0,2.0,Correct child selected,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Don't know / No opinion,Observed,Water is available,,Detergent (Powder / Liquid / Paste),,,,,,,,,,Female,0.4132466460493051,Secondary,1.0,Urban,  KMA,-0.9312044402592471,Poorest,2.0,301.0
2.0,17.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,17.0,16.0,17.0,21.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,No religion,,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Other (not owned or rented),No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Don't know / No opinion,Observed,Water is available,Bar soap,Detergent (Powder / Liquid / Paste),,,,,,,,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,0.2456962377209077,Middle,2.0,301.0
2.0,18.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,48.0,17.0,0.0,"Piped into compound, yard or plot",,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,1.0,Ceramic tiles,Metal,Cement blocks,No food cooked in household,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Own,Yes,Hectares,DK,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Female,0.4132466460493051,None/Primary,1.0,Urban,  KMA,-1.0714592737432334,Poorest,2.0,301.0
2.0,19.0,3036.0,3036.0,2.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,18.0,11.0,18.0,17.0,Piped to neighbour,,,,,Yes,,Add bleach / chlorine,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,3.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Own,Yes,Hectares,DK,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.4132466460493051,Secondary,1.0,Urban,  KMA,-0.035463102258434874,Middle,2.0,301.0
2.0,20.0,3036.0,3036.0,11.0,2.0,2011.0,KMA,Completed,3.0,5.0,1.0,1.0,0.0,0.0,6.0,2.0,17.0,54.0,18.0,5.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Seventh Day,Negro,2.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,Yes,Hectares,DK,,,No,,,,,,,Yes,2.0,2.0,5.0,Correct child selected,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Don't know / No opinion,Other reason,,,,,,,Yes,Bar soap,,,,,Male,0.4132466460493051,Tertiary,1.0,Urban,  KMA,-0.37776685739992427,Second,2.0,301.0
3.0,1.0,3036.0,3036.0,20.0,2.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,8.0,2.0,18.0,34.0,18.0,45.0,Piped into dwelling,,,,,Yes,Boil,Add bleach / chlorine,,,,,,,Flush to pit (latrine),No,,,Christianity,Other,Negro,2.0,Ceramic tiles,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Rent,No,,,,,No,,,,,,,No,1.0,1.0,3.0,Correct child selected,Yes,Yes,No,Yes,Yes,No,No,No,Missing,Yes,No,Yes,Yes,Other reason,,,,,,,Yes,,,,,Not able / Does not want to show,Male,0.2828843708233247,Secondary,1.0,Urban,  KMA,0.5215369243237522,Fourth,3.0,301.0
3.0,2.0,3036.0,3036.0,2.0,2.0,2011.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,8.0,2.0,17.0,13.0,17.0,21.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),Yes,Other households only (not public),2.0,Christianity,Seventh Day,Negro,1.0,Cement,Metal,Other,Liquefied Petroleum Gas (LPG),,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,2.0,1.0,2.0,Correct child selected,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No permission to see,,,,,,,Yes,Bar soap,,Liquid soap,,,Female,0.2828843708233247,Tertiary,1.0,Urban,  KMA,-0.7696505709555966,Second,3.0,301.0
3.0,3.0,3036.0,3036.0,2.0,2.0,2011.0,KMA,Completed,3.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,16.0,50.0,16.0,58.0,Piped into dwelling,,,,,No,,,,,,,,,Flush to pit (latrine),No,,,Christianity,Traditional Churches,Mixed,4.0,Ceramic tiles,Metal,Other,Charcoal,Outdoors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Other (not owned or rented),No,,,,,Yes,0.0,1.0,0.0,0.0,0.0,0.0,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,,Liquid soap,,,Female,0.2828843708233247,None/Primary,1.0,Urban,  KMA,0.3246247331901146,Middle,3.0,301.0
3.0,4.0,3036.0,3036.0,2.0,2.0,2011.0,KMA,Completed,1.0,4.0,2.0,2.0,1.0,1.0,8.0,2.0,16.0,14.0,16.0,26.0,Piped into dwelling,,,,,Yes,Boil,,,,,,,,Flush to pit (latrine),No,,,Christianity,Penticostal,Negro,2.0,Cement,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,1.0,1.0,3.0,Correct child selected,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Other reason,,,,,,,Yes,,,Liquid soap,,,Female,0.2828843708233247,None/Primary,1.0,Urban,  KMA,-1.1349988831607525,Poorest,3.0,301.0
3.0,5.0,3036.0,3036.0,21.0,2.0,2011.0,KMA,Entire household absent for extended time,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,Urban,  KMA,0.0,0.0,3.0,301.0
3.0,6.0,3036.0,3036.0,7.0,3.0,2011.0,KMA,Dwelling vacant / Address not a dwelling,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,Urban,  KMA,0.0,0.0,3.0,301.0
3.0,7.0,3036.0,3036.0,7.0,3.0,2011.0,KMA,Dwelling vacant / Address not a dwelling,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,Urban,  KMA,0.0,0.0,3.0,301.0
3.0,8.0,3036.0,3036.0,19.0,2.0,2011.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,11.0,3.0,11.0,15.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,1.0,Parquet or polished wood,Metal,Cement blocks,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,No permission to see,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),Liquid soap,,,Male,0.2828843708233247,Secondary,1.0,Urban,  KMA,-0.24287210622472177,Second,3.0,301.0
3.0,9.0,3036.0,3036.0,19.0,2.0,2011.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,8.0,2.0,15.0,4.0,15.0,11.0,"Piped into compound, yard or plot",,,,,No,,,,,,,,,Flush to pit (latrine),No,,,No religion,,Negro,2.0,Parquet or polished wood,Metal,Other,Liquefied Petroleum Gas (LPG),,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Rent,No,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,Other reason,,,,,,,Yes,Bar soap,Detergent (Powder / Liquid / Paste),,,,Male,0.2828843708233247,Secondary,1.0,Urban,  KMA,-0.5100041566911323,Second,3.0,301.0
