Cluster NumberAM{HH1}AM,Household NumberAM{HH2}AM,parishAM{HH1A}AM,constituencyAM{HH1B}AM,enumeration districtAM{HH1C}AM,dwelling numberAM{HH2A}AM,household numberAM{HH2B}AM,Interviewer numberAM{HH3}AM,Supervisor NumberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent HH questionnaireAM{HH10}AM,Number of household membersAM{HH11}AM,Total eligible womenAM{HH12}AM,Women interviews completedAM{HH13}AM,Total children under 5AM{HH14}AM,Child interviews completedAM{HH15}AM,Data entry clerkAM{HH16}AM,Serial NumberAM{HHS}AM,Total number of Women 15-49AM{TOHL6}AM,Total number of Children 5-14AM{TOHL7}AM,Total number of children Under 5 yearsAM{TOHL8}AM,Total number of Very SickAM{TOHL8A}AM,Total number of mothers deadAM{TOHL9}AM,Total number of mothers very sickAM{TOHL10A}AM,Total number of father deadAM{TOHL11}AM,Total number of fathers very sickAM{TOHL12A}AM,Main source info.AM{HL13}AM,Distance to Health centreAM{HL14}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Time to get water and come backAM{WS3}AM,Person fetching waterAM{WS4}AM,How Frequently is water availableAM{WS4A}AM,Treat water to make safer for drinkingAM{WS5}AM,BoilAM{WS6A}AM,Add bleach/chlorineAM{WS6B}AM,Strain it through a clothAM{WS6C}AM,Use water filterAM{WS6D}AM,Solar disinfectionAM{WS6E}AM,Let it stand and settleAM{WS6F}AM,OtherAM{WS6X}AM,WS6ZAM{WS6Z}AM,Kind of toilet facilityAM{WS7}AM,Toilet facility sharedAM{WS8}AM,Households using this toilet facilityAM{WS9}AM,Distance to nearest Primary SchoolAM{ED9}AM,Distance to nearest Secondary SchoolAM{ED10}AM,Have any usual member of your household died  in the last 12AM{OV2}AM,Of those who died is there any one between the ages of 18 anAM{OV3}AM,"If yes ,were any seriously ill for 3 of  the 12 months beforAM{OV4}AM",Total children aged 2-14 yearsAM{CD7}AM,Rank number of child (from response box)AM{CD9}AM,Child line numberAM{CD11}AM,Took away privilegesAM{CD12A}AM,Explaned why something was wrongAM{CD12B}AM,Shook him/herAM{CD12C}AM,Shouted yelled at or screamed at him/herAM{CD12D}AM,Gave him/hersomething else to doAM{CD12E}AM,"Spanked, hit or slapped him/her with bare handAM{CD12F}AM",Hit him/her   on the bottom with or elsewhere with a beltAM{CD12G}AM,"Called him/her dumb, lazyAM{CD12H}AM",Hit or slapped him/her on the faceAM{CD12I}AM,Hit or slapped him/her on the handAM{CD12J}AM,Beat him/her up with an implementAM{CD12K}AM,Did name ever require medical attentionAM{CD12L}AM,Do you believe to bring up you nedd to punish him/herAM{CD13}AM,Household weightAM{hhweight}AM,Education of household headAM{helevel}AM,Sex of household headAM{hhsex}AM,TOTAL URBANAM{TOTURB}AM
101044.0,6701.0,1.0,1.0,44.0,67.0,1.0,2942.0,124.0,23.0,10.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,1.0,3273.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,0.727543,Secondary,Female,TOTAL URBAN
101044.0,7201.0,1.0,1.0,44.0,72.0,1.0,2942.0,124.0,15.0,11.0,2005.0,KMA,Completed,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to piped sewer system,Yes,3.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101044.0,7501.0,1.0,1.0,44.0,75.0,1.0,2942.0,124.0,22.0,10.0,2005.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3274.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into yard or plot,,,,FEW HOURS DAILY,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,Yes,4.0,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101044.0,8001.0,1.0,1.0,44.0,80.0,1.0,2942.0,124.0,23.0,10.0,2005.0,KMA,Completed,1.0,4.0,1.0,1.0,0.0,0.0,1.0,3271.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS DAILY,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,3.0,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0.727543,Secondary,Female,TOTAL URBAN
101044.0,8601.0,1.0,1.0,44.0,86.0,1.0,2942.0,124.0,23.0,10.0,2005.0,KMA,Vacant,,,,,,,1.0,6716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,401.0,1.0,1.0,52.0,4.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,801.0,1.0,1.0,52.0,8.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,1601.0,1.0,1.0,52.0,16.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,2001.0,1.0,1.0,52.0,20.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,2601.0,1.0,1.0,52.0,26.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,3101.0,1.0,1.0,52.0,31.0,1.0,2727.0,124.0,6.0,11.0,2005.0,KMA,Completed,1.0,1.0,1.0,1.0,0.0,0.0,6.0,3285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Non-standard curriculum,Female,TOTAL URBAN
101052.0,3801.0,1.0,1.0,52.0,38.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,4001.0,1.0,1.0,52.0,40.0,1.0,2934.0,124.0,1.0,11.0,2005.0,KMA,Completed,1.0,7.0,2.0,1.0,0.0,0.0,6.0,6133.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,FEW HOURS DAILY,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,7.0,No,No,Missing,Yes,No,No,No,No,No,No,No,No,Yes,0.727543,Secondary,Female,TOTAL URBAN
101052.0,4601.0,1.0,1.0,52.0,46.0,1.0,2945.0,124.0,3.0,11.0,2005.0,KMA,Completed,1.0,7.0,3.0,3.0,1.0,1.0,6.0,2686.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,MOST TIMES,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,2.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,0.727543,Primary,Male,TOTAL URBAN
101052.0,5101.0,1.0,1.0,52.0,51.0,1.0,2727.0,124.0,1.0,11.0,2005.0,KMA,Completed,1.0,3.0,0.0,0.0,0.0,0.0,6.0,2700.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,Yes,Boil,,,,,Let it stand and settle,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0.727543,Secondary,Female,TOTAL URBAN
101052.0,6001.0,1.0,1.0,52.0,60.0,1.0,2934.0,124.0,1.0,11.0,2005.0,KMA,Completed,1.0,5.0,1.0,1.0,0.0,0.0,6.0,3852.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,Yes,3.0,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,1.0,3.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0.727543,Secondary,Male,TOTAL URBAN
101052.0,6101.0,1.0,1.0,52.0,61.0,1.0,2934.0,124.0,2.0,11.0,2005.0,KMA,Completed,1.0,3.0,0.0,0.0,0.0,0.0,6.0,6135.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,MOST TIMES,Yes,Boil,,,,,,,,Flush to absorption pit,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,2.0,1.0,2.0,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0.727543,Secondary,Male,TOTAL URBAN
101052.0,6601.0,1.0,1.0,52.0,66.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,7301.0,1.0,1.0,52.0,73.0,1.0,2945.0,124.0,3.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Male,TOTAL URBAN
101052.0,7801.0,1.0,1.0,52.0,78.0,1.0,2934.0,124.0,10.0,11.0,2005.0,KMA,Vacant,,,,,,,6.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101052.0,8401.0,1.0,1.0,52.0,84.0,1.0,2727.0,124.0,1.0,11.0,2005.0,KMA,Completed,4.0,8.0,1.0,1.0,3.0,3.0,6.0,2699.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,Yes,2.0,1 MILE OR LESS,1 MILE OR LESS,No,,,3.0,2.0,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0.727543,Primary,Male,TOTAL URBAN
101052.0,8801.0,1.0,1.0,52.0,88.0,1.0,2934.0,124.0,1.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,Yes,3.0,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101052.0,9301.0,1.0,1.0,52.0,93.0,1.0,2945.0,124.0,3.0,11.0,2005.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,6.0,3059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,MOST TIMES,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Male,TOTAL URBAN
101059.0,401.0,1.0,1.0,59.0,4.0,1.0,2945.0,124.0,20.0,11.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,2.0,5718.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Female,TOTAL URBAN
101059.0,1101.0,1.0,1.0,59.0,11.0,1.0,2945.0,124.0,13.0,11.0,2005.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101059.0,1901.0,1.0,1.0,59.0,19.0,1.0,2945.0,124.0,13.0,11.0,2005.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into yard or plot,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Female,TOTAL URBAN
101059.0,2701.0,1.0,1.0,59.0,27.0,1.0,2945.0,124.0,19.0,11.0,2005.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,2.0,5723.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101059.0,3501.0,1.0,1.0,59.0,35.0,1.0,2945.0,124.0,17.0,11.0,2005.0,KMA,Completed,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5713.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101059.0,4101.0,1.0,1.0,59.0,41.0,1.0,2945.0,124.0,17.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101059.0,4901.0,1.0,1.0,59.0,49.0,1.0,2945.0,124.0,17.0,11.0,2005.0,KMA,Refused,,,,,,,2.0,2731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101059.0,5701.0,1.0,1.0,59.0,57.0,1.0,2945.0,124.0,17.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101059.0,6501.0,1.0,1.0,59.0,65.0,1.0,2945.0,124.0,17.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101059.0,7101.0,1.0,1.0,59.0,71.0,1.0,2945.0,124.0,19.0,11.0,2005.0,KMA,Completed,1.0,3.0,1.0,1.0,0.0,0.0,2.0,5717.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Boil,,,,,,,,Other,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Female,TOTAL URBAN
101059.0,7801.0,1.0,1.0,59.0,78.0,1.0,2945.0,124.0,13.0,11.0,2005.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,MISSING,MISSING,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101059.0,8701.0,1.0,1.0,59.0,87.0,1.0,2945.0,124.0,13.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101059.0,9401.0,1.0,1.0,59.0,94.0,1.0,2945.0,124.0,14.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,2732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101059.0,10301.0,1.0,1.0,59.0,103.0,1.0,2945.0,124.0,14.0,11.0,2005.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101059.0,10801.0,1.0,1.0,59.0,108.0,1.0,2945.0,124.0,14.0,11.0,2005.0,KMA,Completed,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2677.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Female,TOTAL URBAN
101059.0,11601.0,1.0,1.0,59.0,116.0,1.0,2945.0,124.0,21.0,11.0,2005.0,KMA,Completed,2.0,3.0,1.0,1.0,0.0,0.0,3.0,5715.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Female,TOTAL URBAN
101059.0,12501.0,1.0,1.0,59.0,125.0,1.0,2945.0,124.0,14.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101059.0,13201.0,1.0,1.0,59.0,132.0,1.0,2945.0,124.0,14.0,11.0,2005.0,KMA,Completed,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEWSPAPER,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101066.0,201.0,1.0,1.0,66.0,2.0,1.0,2934.0,124.0,12.0,11.0,2005.0,KMA,Refused,,,,,,,2.0,5110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101066.0,701.0,1.0,1.0,66.0,7.0,1.0,2934.0,124.0,12.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101066.0,1301.0,1.0,1.0,66.0,13.0,1.0,2934.0,124.0,12.0,11.0,2005.0,KMA,Completed,3.0,5.0,3.0,2.0,0.0,0.0,2.0,6266.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,0.727543,Secondary,Male,TOTAL URBAN
101066.0,2001.0,1.0,1.0,66.0,20.0,1.0,2727.0,124.0,7.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,5128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101066.0,2601.0,1.0,1.0,66.0,26.0,1.0,2727.0,124.0,7.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,3549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101066.0,3401.0,1.0,1.0,66.0,34.0,1.0,2727.0,124.0,7.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Secondary,Male,TOTAL URBAN
101066.0,3801.0,1.0,1.0,66.0,38.0,1.0,2727.0,124.0,24.0,11.0,2005.0,KMA,Completed,1.0,6.0,2.0,2.0,0.0,0.0,2.0,4720.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,No,,,1.0,1.0,6.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0.727543,Non-standard curriculum,Female,TOTAL URBAN
101066.0,4401.0,1.0,1.0,66.0,44.0,1.0,2727.0,124.0,7.0,11.0,2005.0,KMA,Completed,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into dwelling,,,,MOST TIMES,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Missing/DK,Female,TOTAL URBAN
101066.0,5101.0,1.0,1.0,66.0,51.0,1.0,2727.0,124.0,24.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,,,,Use water filter,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Higher,Male,TOTAL URBAN
101066.0,5701.0,1.0,1.0,66.0,57.0,1.0,2727.0,124.0,24.0,11.0,2005.0,KMA,Vacant,,,,,,,2.0,3550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
101066.0,6401.0,1.0,1.0,66.0,64.0,1.0,2727.0,124.0,24.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to septic tank,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101066.0,6801.0,1.0,1.0,66.0,68.0,1.0,2945.0,124.0,7.0,11.0,2005.0,KMA,Completed,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Piped into yard or plot,,,,ALL THE TIME,No,,,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Female,TOTAL URBAN
101066.0,7401.0,1.0,1.0,66.0,74.0,1.0,2945.0,124.0,7.0,11.0,2005.0,KMA,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Piped into dwelling,,,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to piped sewer system,No,,1 MILE OR LESS,1 MILE OR LESS,,,,,,,,,,,,,,,,,,,,0.727543,Primary,Male,TOTAL URBAN
101066.0,8201.0,1.0,1.0,66.0,82.0,1.0,2945.0,124.0,7.0,11.0,2005.0,KMA,Not at home,,,,,,,2.0,3537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
